benchmark,solver,iterations,makespan-optimum,makespan,robustness
n1.mm/n110_1.mm,TabuSearch,1000,17,17,13
n1.mm/n110_1.mm,GeneticAlgorithm,1000,17,17,7
n1.mm/n110_1.mm,SimulatedAnnealing,1000,17,17,11
n1.mm/n110_1.mm,HillClimbing,1000,17,17,7
n1.mm/n110_1.mm,TabuSearch,500,17,18,13
n1.mm/n110_1.mm,HillClimbing,500,17,17,7
n1.mm/n110_1.mm,SimulatedAnnealing,500,17,17,7
n1.mm/n110_1.mm,GeneticAlgorithm,500,17,17,7
n1.mm/n110_1.mm,RandomSolver,1000,17,23,17
n1.mm/n110_1.mm,RandomSolver,500,17,24,12
n1.mm/n110_10.mm,TabuSearch,1000,20,20,8
n1.mm/n110_10.mm,TabuSearch,500,20,20,8
n1.mm/n110_10.mm,HillClimbing,1000,20,24,16
n1.mm/n110_10.mm,TabuSearch,2500,20,24,22
n1.mm/n110_10.mm,GeneticAlgorithm,500,20,24,7
n1.mm/n110_10.mm,SimulatedAnnealing,500,20,20,7
n1.mm/n110_10.mm,RandomSolver,1000,20,26,19
n1.mm/n110_10.mm,HillClimbing,500,20,25,21
n1.mm/n110_10.mm,SimulatedAnnealing,1000,20,20,7
n1.mm/n110_10.mm,GeneticAlgorithm,1000,20,23,16
n1.mm/n110_10.mm,HillClimbing,2500,20,24,25
n1.mm/n110_10.mm,RandomSolver,500,20,26,14
n1.mm/n110_10.mm,TabuSearch,5000,20,20,8
n1.mm/n110_10.mm,GeneticAlgorithm,2500,20,20,7
n1.mm/n110_10.mm,SimulatedAnnealing,2500,20,20,7
n1.mm/n110_10.mm,HillClimbing,5000,20,24,23
n1.mm/n110_10.mm,SimulatedAnnealing,5000,20,20,8
n1.mm/n110_10.mm,RandomSolver,2500,20,24,16
n1.mm/n110_10.mm,GeneticAlgorithm,5000,20,20,7
n1.mm/n110_10.mm,RandomSolver,5000,20,23,8
n1.mm/n110_10.mm,TabuSearch,2500,20,20,7
n1.mm/n110_10.mm,GeneticAlgorithm,2500,20,20,7
n1.mm/n110_10.mm,SimulatedAnnealing,2500,20,20,7
n1.mm/n110_10.mm,HillClimbing,2500,20,21,10
n1.mm/n110_10.mm,RandomSolver,2500,20,25,8
n1.mm/n110_10.mm,TabuSearch,5000,20,20,8
n1.mm/n110_10.mm,GeneticAlgorithm,5000,20,20,8
n1.mm/n110_10.mm,SimulatedAnnealing,5000,20,20,8
n1.mm/n110_10.mm,HillClimbing,5000,20,21,10
n1.mm/n110_10.mm,RandomSolver,5000,20,25,17
n1.mm/n110_10.mm,TabuSearch,1000,20,21,11
n1.mm/n110_10.mm,GeneticAlgorithm,1000,20,22,8
n1.mm/n110_10.mm,SimulatedAnnealing,1000,20,20,7
n1.mm/n110_10.mm,HillClimbing,1000,20,24,22
n1.mm/n110_10.mm,RandomSolver,1000,20,25,12
n1.mm/n110_10.mm,TabuSearch,500,20,24,20
n1.mm/n110_10.mm,GeneticAlgorithm,500,20,23,12
n1.mm/n110_10.mm,SimulatedAnnealing,500,20,21,6
n1.mm/n110_10.mm,HillClimbing,500,20,26,18
n1.mm/n110_10.mm,RandomSolver,500,20,29,16
n1.mm/n110_10.mm,TabuSearch,2500,20,20,8
n1.mm/n110_10.mm,GeneticAlgorithm,2500,20,21,11
n1.mm/n110_10.mm,SimulatedAnnealing,2500,20,20,7
n1.mm/n110_10.mm,HillClimbing,2500,20,20,8
n1.mm/n110_10.mm,RandomSolver,2500,20,24,10
n1.mm/n110_10.mm,TabuSearch,5000,20,20,7
n1.mm/n110_10.mm,GeneticAlgorithm,5000,20,20,8
n1.mm/n110_10.mm,SimulatedAnnealing,5000,20,20,7
n1.mm/n110_10.mm,HillClimbing,5000,20,21,14
n1.mm/n110_10.mm,TabuSearch,1000,20,20,8
n1.mm/n110_10.mm,GeneticAlgorithm,1000,20,21,11
n1.mm/n110_10.mm,SimulatedAnnealing,1000,20,21,7
n1.mm/n110_10.mm,HillClimbing,1000,20,21,11
n1.mm/n110_10.mm,TabuSearch,500,20,25,15
n1.mm/n110_10.mm,GeneticAlgorithm,500,20,26,19
n1.mm/n110_10.mm,SimulatedAnnealing,500,20,20,7
n1.mm/n110_10.mm,HillClimbing,500,20,21,9
n1.mm/n110_10.mm,RandomSolver,1000,20,25,4
n1.mm/n110_10.mm,RandomSolver,500,20,28,16
n1.mm/n110_10.mm,RandomSolver,5000,20,25,15
n1.mm/n110_10.mm,TabuSearch,2500,20,24,25
n1.mm/n110_10.mm,GeneticAlgorithm,2500,20,20,7
n1.mm/n110_10.mm,SimulatedAnnealing,2500,20,20,7
n1.mm/n110_10.mm,HillClimbing,2500,20,21,14
n1.mm/n110_10.mm,RandomSolver,2500,20,27,15
n1.mm/n110_10.mm,TabuSearch,5000,20,20,8
n1.mm/n110_10.mm,GeneticAlgorithm,5000,20,20,7
n1.mm/n110_10.mm,SimulatedAnnealing,5000,20,20,8
n1.mm/n110_10.mm,HillClimbing,5000,20,21,6
n1.mm/n110_10.mm,RandomSolver,5000,20,22,12
n1.mm/n110_10.mm,TabuSearch,1000,20,23,16
n1.mm/n110_10.mm,GeneticAlgorithm,1000,20,22,12
n1.mm/n110_10.mm,SimulatedAnnealing,1000,20,21,12
n1.mm/n110_10.mm,HillClimbing,1000,20,25,17
n1.mm/n110_10.mm,RandomSolver,1000,20,27,18
n1.mm/n110_10.mm,TabuSearch,500,20,21,11
n1.mm/n110_10.mm,HillClimbing,500,20,21,14
n1.mm/n110_10.mm,GeneticAlgorithm,500,20,25,14
n1.mm/n110_10.mm,SimulatedAnnealing,500,20,21,8
n1.mm/n110_10.mm,RandomSolver,500,20,26,10
n1.mm/n110_10.mm,TabuSearch,1000,20,24,21
n1.mm/n110_10.mm,TabuSearch,2500,20,20,8
n1.mm/n110_10.mm,GeneticAlgorithm,1000,20,24,13
n1.mm/n110_10.mm,SimulatedAnnealing,1000,20,24,25
n1.mm/n110_10.mm,HillClimbing,1000,20,20,8
n1.mm/n110_10.mm,GeneticAlgorithm,2500,20,21,10
n1.mm/n110_10.mm,SimulatedAnnealing,2500,20,20,8
n1.mm/n110_10.mm,RandomSolver,1000,20,25,15
n1.mm/n110_10.mm,TabuSearch,500,20,21,14
n1.mm/n110_10.mm,HillClimbing,2500,20,20,7
n1.mm/n110_10.mm,GeneticAlgorithm,500,20,24,11
n1.mm/n110_10.mm,SimulatedAnnealing,500,20,25,18
n1.mm/n110_10.mm,HillClimbing,500,20,22,15
n1.mm/n110_10.mm,RandomSolver,500,20,27,17
n1.mm/n110_10.mm,TabuSearch,5000,20,20,8
n1.mm/n110_10.mm,RandomSolver,2500,20,26,23
n1.mm/n110_10.mm,HillClimbing,5000,20,22,16
n1.mm/n110_10.mm,GeneticAlgorithm,5000,20,20,7
n1.mm/n110_10.mm,SimulatedAnnealing,5000,20,20,8
n1.mm/n110_10.mm,RandomSolver,5000,20,25,17
n1.mm/n110_10.mm,TabuSearch,2500,20,20,7
n1.mm/n110_10.mm,GeneticAlgorithm,2500,20,21,11
n1.mm/n110_10.mm,SimulatedAnnealing,2500,20,20,7
n1.mm/n110_10.mm,HillClimbing,2500,20,22,11
n1.mm/n110_10.mm,RandomSolver,2500,20,25,16
n1.mm/n110_10.mm,TabuSearch,5000,20,24,25
n1.mm/n110_10.mm,GeneticAlgorithm,5000,20,20,8
n1.mm/n110_10.mm,SimulatedAnnealing,5000,20,20,8
n1.mm/n110_10.mm,HillClimbing,5000,20,24,20
n1.mm/n110_10.mm,TabuSearch,1000,20,20,7
n1.mm/n110_10.mm,TabuSearch,500,20,26,16
n1.mm/n110_10.mm,RandomSolver,5000,20,23,15
n1.mm/n110_10.mm,HillClimbing,1000,20,25,10
n1.mm/n110_10.mm,GeneticAlgorithm,1000,20,23,15
n1.mm/n110_10.mm,SimulatedAnnealing,1000,20,21,4
n1.mm/n110_10.mm,HillClimbing,500,20,20,7
n1.mm/n110_10.mm,GeneticAlgorithm,500,20,25,15
n1.mm/n110_10.mm,SimulatedAnnealing,500,20,24,15
n1.mm/n110_10.mm,RandomSolver,500,20,25,20
n1.mm/n110_10.mm,RandomSolver,1000,20,25,10
n1.mm/n110_2.mm,TabuSearch,2500,23,23,23
n1.mm/n110_2.mm,GeneticAlgorithm,2500,23,23,23
n1.mm/n110_2.mm,SimulatedAnnealing,2500,23,23,23
n1.mm/n110_2.mm,HillClimbing,2500,23,24,25
n1.mm/n110_2.mm,TabuSearch,1000,23,23,23
n1.mm/n110_2.mm,GeneticAlgorithm,1000,23,23,15
n1.mm/n110_2.mm,SimulatedAnnealing,1000,23,23,23
n1.mm/n110_2.mm,RandomSolver,2500,23,23,15
n1.mm/n110_2.mm,HillClimbing,1000,23,23,23
n1.mm/n110_2.mm,TabuSearch,5000,23,23,23
n1.mm/n110_2.mm,RandomSolver,1000,23,24,16
n1.mm/n110_2.mm,GeneticAlgorithm,5000,23,23,23
n1.mm/n110_2.mm,SimulatedAnnealing,5000,23,23,23
n1.mm/n110_2.mm,TabuSearch,500,23,23,23
n1.mm/n110_2.mm,HillClimbing,500,23,23,23
n1.mm/n110_2.mm,SimulatedAnnealing,500,23,23,20
n1.mm/n110_2.mm,GeneticAlgorithm,500,23,23,17
n1.mm/n110_2.mm,HillClimbing,5000,23,26,24
n1.mm/n110_2.mm,RandomSolver,500,23,23,12
n1.mm/n110_2.mm,RandomSolver,5000,23,24,21
n1.mm/n110_2.mm,TabuSearch,500,23,23,23
n1.mm/n110_2.mm,TabuSearch,1000,23,23,23
n1.mm/n110_2.mm,TabuSearch,2500,23,23,23
n1.mm/n110_2.mm,GeneticAlgorithm,500,23,24,18
n1.mm/n110_2.mm,SimulatedAnnealing,500,23,23,16
n1.mm/n110_2.mm,HillClimbing,500,23,23,23
n1.mm/n110_2.mm,GeneticAlgorithm,1000,23,23,21
n1.mm/n110_2.mm,SimulatedAnnealing,1000,23,23,21
n1.mm/n110_2.mm,HillClimbing,1000,23,23,23
n1.mm/n110_2.mm,RandomSolver,500,23,27,17
n1.mm/n110_2.mm,GeneticAlgorithm,2500,23,23,23
n1.mm/n110_2.mm,RandomSolver,1000,23,25,14
n1.mm/n110_2.mm,SimulatedAnnealing,2500,23,23,22
n1.mm/n110_2.mm,TabuSearch,5000,23,23,23
n1.mm/n110_2.mm,HillClimbing,2500,23,23,17
n1.mm/n110_2.mm,HillClimbing,5000,23,23,19
n1.mm/n110_2.mm,SimulatedAnnealing,5000,23,23,23
n1.mm/n110_2.mm,GeneticAlgorithm,5000,23,23,23
n1.mm/n110_2.mm,RandomSolver,2500,23,24,15
n1.mm/n110_2.mm,RandomSolver,5000,23,24,12
n1.mm/n110_2.mm,TabuSearch,2500,23,23,22
n1.mm/n110_2.mm,GeneticAlgorithm,2500,23,23,23
n1.mm/n110_2.mm,SimulatedAnnealing,2500,23,23,23
n1.mm/n110_2.mm,HillClimbing,2500,23,23,23
n1.mm/n110_2.mm,RandomSolver,2500,23,24,19
n1.mm/n110_2.mm,TabuSearch,5000,23,23,23
n1.mm/n110_2.mm,TabuSearch,1000,23,23,23
n1.mm/n110_2.mm,GeneticAlgorithm,1000,23,23,23
n1.mm/n110_2.mm,SimulatedAnnealing,1000,23,23,23
n1.mm/n110_2.mm,HillClimbing,1000,23,23,23
n1.mm/n110_2.mm,GeneticAlgorithm,5000,23,23,23
n1.mm/n110_2.mm,RandomSolver,1000,23,27,10
n1.mm/n110_2.mm,SimulatedAnnealing,5000,23,23,23
n1.mm/n110_2.mm,HillClimbing,5000,23,23,21
n1.mm/n110_2.mm,TabuSearch,500,23,23,23
n1.mm/n110_2.mm,GeneticAlgorithm,500,23,24,15
n1.mm/n110_2.mm,SimulatedAnnealing,500,23,23,15
n1.mm/n110_2.mm,HillClimbing,500,23,23,23
n1.mm/n110_2.mm,RandomSolver,500,23,27,15
n1.mm/n110_2.mm,RandomSolver,5000,23,24,17
n1.mm/n110_2.mm,TabuSearch,2500,23,23,23
n1.mm/n110_2.mm,GeneticAlgorithm,2500,23,23,23
n1.mm/n110_2.mm,SimulatedAnnealing,2500,23,23,23
n1.mm/n110_2.mm,HillClimbing,2500,23,23,19
n1.mm/n110_2.mm,RandomSolver,2500,23,25,16
n1.mm/n110_2.mm,TabuSearch,5000,23,23,23
n1.mm/n110_2.mm,GeneticAlgorithm,5000,23,23,23
n1.mm/n110_2.mm,SimulatedAnnealing,5000,23,23,23
n1.mm/n110_2.mm,HillClimbing,5000,23,23,23
n1.mm/n110_2.mm,TabuSearch,500,23,23,23
n1.mm/n110_2.mm,TabuSearch,1000,23,23,22
n1.mm/n110_2.mm,RandomSolver,5000,23,26,19
n1.mm/n110_2.mm,SimulatedAnnealing,1000,23,23,22
n1.mm/n110_2.mm,HillClimbing,1000,23,23,23
n1.mm/n110_2.mm,HillClimbing,500,23,23,22
n1.mm/n110_2.mm,GeneticAlgorithm,500,23,24,18
n1.mm/n110_2.mm,SimulatedAnnealing,500,23,23,22
n1.mm/n110_2.mm,RandomSolver,500,23,24,19
n1.mm/n110_2.mm,GeneticAlgorithm,1000,23,23,23
n1.mm/n110_2.mm,RandomSolver,1000,23,26,11
n1.mm/n110_2.mm,TabuSearch,1000,23,23,23
n1.mm/n110_2.mm,TabuSearch,2500,23,23,23
n1.mm/n110_2.mm,TabuSearch,500,23,23,23
n1.mm/n110_2.mm,GeneticAlgorithm,1000,23,23,19
n1.mm/n110_2.mm,SimulatedAnnealing,1000,23,23,22
n1.mm/n110_2.mm,GeneticAlgorithm,500,23,24,21
n1.mm/n110_2.mm,HillClimbing,1000,23,23,23
n1.mm/n110_2.mm,SimulatedAnnealing,500,23,24,24
n1.mm/n110_2.mm,TabuSearch,5000,23,23,22
n1.mm/n110_2.mm,HillClimbing,500,23,23,23
n1.mm/n110_2.mm,GeneticAlgorithm,2500,23,23,23
n1.mm/n110_2.mm,RandomSolver,500,23,26,21
n1.mm/n110_2.mm,SimulatedAnnealing,2500,23,23,21
n1.mm/n110_2.mm,RandomSolver,1000,23,27,23
n1.mm/n110_2.mm,HillClimbing,5000,23,26,21
n1.mm/n110_2.mm,HillClimbing,2500,23,23,23
n1.mm/n110_2.mm,SimulatedAnnealing,5000,23,23,23
n1.mm/n110_2.mm,GeneticAlgorithm,5000,23,23,23
n1.mm/n110_2.mm,RandomSolver,2500,23,24,20
n1.mm/n110_2.mm,RandomSolver,5000,23,24,13
n1.mm/n110_2.mm,TabuSearch,2500,23,23,23
n1.mm/n110_2.mm,GeneticAlgorithm,2500,23,23,23
n1.mm/n110_2.mm,SimulatedAnnealing,2500,23,23,23
n1.mm/n110_2.mm,HillClimbing,2500,23,23,23
n1.mm/n110_2.mm,RandomSolver,2500,23,24,16
n1.mm/n110_2.mm,TabuSearch,5000,23,23,22
n1.mm/n110_2.mm,GeneticAlgorithm,5000,23,23,23
n1.mm/n110_2.mm,SimulatedAnnealing,5000,23,23,23
n1.mm/n110_2.mm,TabuSearch,1000,23,23,23
n1.mm/n110_2.mm,HillClimbing,5000,23,23,22
n1.mm/n110_2.mm,GeneticAlgorithm,1000,23,23,20
n1.mm/n110_2.mm,SimulatedAnnealing,1000,23,23,22
n1.mm/n110_2.mm,HillClimbing,1000,23,23,23
n1.mm/n110_2.mm,RandomSolver,1000,23,24,14
n1.mm/n110_2.mm,TabuSearch,500,23,23,23
n1.mm/n110_2.mm,SimulatedAnnealing,500,23,23,21
n1.mm/n110_2.mm,HillClimbing,500,23,23,23
n1.mm/n110_2.mm,GeneticAlgorithm,500,23,25,16
n1.mm/n110_2.mm,RandomSolver,500,23,24,9
n1.mm/n110_2.mm,RandomSolver,5000,23,24,10
n1.mm/n110_3.mm,TabuSearch,2500,22,22,27
n1.mm/n110_3.mm,TabuSearch,1000,22,22,27
n1.mm/n110_3.mm,TabuSearch,500,22,22,21
n1.mm/n110_3.mm,GeneticAlgorithm,2500,22,22,24
n1.mm/n110_3.mm,HillClimbing,1000,22,23,28
n1.mm/n110_3.mm,GeneticAlgorithm,1000,22,22,21
n1.mm/n110_3.mm,SimulatedAnnealing,1000,22,22,21
n1.mm/n110_3.mm,HillClimbing,500,22,22,17
n1.mm/n110_3.mm,SimulatedAnnealing,2500,22,22,21
n1.mm/n110_3.mm,SimulatedAnnealing,500,22,22,16
n1.mm/n110_3.mm,HillClimbing,2500,22,28,25
n1.mm/n110_3.mm,GeneticAlgorithm,500,22,22,9
n1.mm/n110_3.mm,RandomSolver,1000,22,25,12
n1.mm/n110_3.mm,RandomSolver,500,22,24,16
n1.mm/n110_3.mm,TabuSearch,5000,22,22,23
n1.mm/n110_3.mm,RandomSolver,2500,22,24,13
n1.mm/n110_3.mm,HillClimbing,5000,22,25,22
n1.mm/n110_3.mm,GeneticAlgorithm,5000,22,22,27
n1.mm/n110_3.mm,SimulatedAnnealing,5000,22,22,27
n1.mm/n110_3.mm,RandomSolver,5000,22,25,21
n1.mm/n110_3.mm,TabuSearch,2500,22,22,24
n1.mm/n110_3.mm,GeneticAlgorithm,2500,22,22,23
n1.mm/n110_3.mm,SimulatedAnnealing,2500,22,22,21
n1.mm/n110_3.mm,HillClimbing,2500,22,22,27
n1.mm/n110_3.mm,RandomSolver,2500,22,25,15
n1.mm/n110_3.mm,TabuSearch,5000,22,22,27
n1.mm/n110_3.mm,GeneticAlgorithm,5000,22,22,25
n1.mm/n110_3.mm,SimulatedAnnealing,5000,22,22,24
n1.mm/n110_3.mm,HillClimbing,5000,22,27,24
n1.mm/n110_3.mm,TabuSearch,1000,22,23,15
n1.mm/n110_3.mm,RandomSolver,5000,22,24,10
n1.mm/n110_3.mm,GeneticAlgorithm,1000,22,22,22
n1.mm/n110_3.mm,SimulatedAnnealing,1000,22,23,28
n1.mm/n110_3.mm,HillClimbing,1000,22,22,20
n1.mm/n110_3.mm,RandomSolver,1000,22,25,11
n1.mm/n110_3.mm,TabuSearch,500,22,22,23
n1.mm/n110_3.mm,GeneticAlgorithm,500,22,23,12
n1.mm/n110_3.mm,SimulatedAnnealing,500,22,26,15
n1.mm/n110_3.mm,HillClimbing,500,22,22,18
n1.mm/n110_3.mm,RandomSolver,500,22,27,20
n1.mm/n110_3.mm,TabuSearch,2500,22,22,18
n1.mm/n110_3.mm,TabuSearch,1000,22,22,27
n1.mm/n110_3.mm,GeneticAlgorithm,2500,22,22,23
n1.mm/n110_3.mm,GeneticAlgorithm,1000,22,22,21
n1.mm/n110_3.mm,SimulatedAnnealing,2500,22,22,25
n1.mm/n110_3.mm,SimulatedAnnealing,1000,22,22,17
n1.mm/n110_3.mm,HillClimbing,2500,22,25,16
n1.mm/n110_3.mm,HillClimbing,1000,22,27,23
n1.mm/n110_3.mm,RandomSolver,1000,22,26,9
n1.mm/n110_3.mm,TabuSearch,500,22,22,27
n1.mm/n110_3.mm,TabuSearch,5000,22,22,23
n1.mm/n110_3.mm,GeneticAlgorithm,500,22,24,16
n1.mm/n110_3.mm,RandomSolver,2500,22,25,19
n1.mm/n110_3.mm,SimulatedAnnealing,500,22,22,23
n1.mm/n110_3.mm,HillClimbing,500,22,22,19
n1.mm/n110_3.mm,RandomSolver,500,22,27,18
n1.mm/n110_3.mm,HillClimbing,5000,22,22,17
n1.mm/n110_3.mm,SimulatedAnnealing,5000,22,22,21
n1.mm/n110_3.mm,GeneticAlgorithm,5000,22,22,23
n1.mm/n110_3.mm,RandomSolver,5000,22,24,14
n1.mm/n110_3.mm,TabuSearch,2500,22,22,27
n1.mm/n110_3.mm,GeneticAlgorithm,2500,22,22,22
n1.mm/n110_3.mm,SimulatedAnnealing,2500,22,22,11
n1.mm/n110_3.mm,HillClimbing,2500,22,22,23
n1.mm/n110_3.mm,RandomSolver,2500,22,23,9
n1.mm/n110_3.mm,TabuSearch,5000,22,22,23
n1.mm/n110_3.mm,GeneticAlgorithm,5000,22,22,23
n1.mm/n110_3.mm,SimulatedAnnealing,5000,22,22,27
n1.mm/n110_3.mm,TabuSearch,500,22,23,20
n1.mm/n110_3.mm,TabuSearch,1000,22,22,23
n1.mm/n110_3.mm,HillClimbing,5000,22,25,18
n1.mm/n110_3.mm,GeneticAlgorithm,500,22,24,20
n1.mm/n110_3.mm,SimulatedAnnealing,500,22,22,23
n1.mm/n110_3.mm,HillClimbing,500,22,22,23
n1.mm/n110_3.mm,GeneticAlgorithm,1000,22,22,13
n1.mm/n110_3.mm,SimulatedAnnealing,1000,22,22,24
n1.mm/n110_3.mm,HillClimbing,1000,22,23,14
n1.mm/n110_3.mm,RandomSolver,500,22,27,15
n1.mm/n110_3.mm,RandomSolver,1000,22,25,18
n1.mm/n110_3.mm,RandomSolver,5000,22,24,17
n1.mm/n110_3.mm,TabuSearch,2500,22,22,25
n1.mm/n110_3.mm,GeneticAlgorithm,2500,22,22,22
n1.mm/n110_3.mm,SimulatedAnnealing,2500,22,22,27
n1.mm/n110_3.mm,HillClimbing,2500,22,22,21
