benchmark,solver,iterations,makespan-optimum,makespan,robustness
m2.mm/m210_1.mm,HillClimbing,500,34,40,26
m2.mm/m210_1.mm,RandomSolver,2500,34,34,25
m2.mm/m210_1.mm,RandomSolver,500,34,37,25
m2.mm/m210_1.mm,HillClimbing,5000,34,40,25
m2.mm/m210_1.mm,TabuSearch,5000,34,40,26
m2.mm/m210_1.mm,GeneticAlgorithm,5000,34,34,36
m2.mm/m210_1.mm,SimulatedAnnealing,5000,34,34,36
m2.mm/m210_1.mm,RandomSolver,5000,34,34,22
m2.mm/m210_1.mm,TabuSearch,2500,34,40,26
m2.mm/m210_1.mm,GeneticAlgorithm,2500,34,40,32
m2.mm/m210_1.mm,SimulatedAnnealing,2500,34,40,32
m2.mm/m210_1.mm,HillClimbing,2500,34,34,27
m2.mm/m210_1.mm,RandomSolver,2500,34,34,15
m2.mm/m210_1.mm,TabuSearch,5000,34,43,36
m2.mm/m210_1.mm,GeneticAlgorithm,5000,34,34,36
m2.mm/m210_1.mm,SimulatedAnnealing,5000,34,34,32
m2.mm/m210_1.mm,HillClimbing,5000,34,40,25
m2.mm/m210_1.mm,TabuSearch,1000,34,40,26
m2.mm/m210_1.mm,RandomSolver,5000,34,34,19
m2.mm/m210_1.mm,TabuSearch,500,34,40,31
m2.mm/m210_1.mm,GeneticAlgorithm,1000,34,34,36
m2.mm/m210_1.mm,GeneticAlgorithm,500,34,37,25
m2.mm/m210_1.mm,SimulatedAnnealing,1000,34,40,28
m2.mm/m210_1.mm,SimulatedAnnealing,500,34,42,32
m2.mm/m210_1.mm,HillClimbing,500,34,44,26
m2.mm/m210_1.mm,HillClimbing,1000,34,41,36
m2.mm/m210_1.mm,RandomSolver,500,34,41,25
m2.mm/m210_1.mm,RandomSolver,1000,34,40,31
m2.mm/m210_1.mm,TabuSearch,2500,34,40,26
m2.mm/m210_1.mm,GeneticAlgorithm,2500,34,34,36
m2.mm/m210_1.mm,SimulatedAnnealing,2500,34,34,20
m2.mm/m210_1.mm,HillClimbing,2500,34,42,26
m2.mm/m210_1.mm,RandomSolver,2500,34,34,20
m2.mm/m210_1.mm,TabuSearch,5000,34,40,26
m2.mm/m210_1.mm,GeneticAlgorithm,5000,34,34,36
m2.mm/m210_1.mm,SimulatedAnnealing,5000,34,40,32
m2.mm/m210_1.mm,HillClimbing,5000,34,43,40
m2.mm/m210_1.mm,TabuSearch,500,34,40,22
m2.mm/m210_1.mm,TabuSearch,1000,34,40,26
m2.mm/m210_1.mm,RandomSolver,5000,34,34,24
m2.mm/m210_1.mm,GeneticAlgorithm,500,34,41,24
m2.mm/m210_1.mm,SimulatedAnnealing,500,34,42,37
m2.mm/m210_1.mm,HillClimbing,500,34,43,32
m2.mm/m210_1.mm,GeneticAlgorithm,1000,34,34,29
m2.mm/m210_1.mm,SimulatedAnnealing,1000,34,41,36
m2.mm/m210_1.mm,HillClimbing,1000,34,40,26
m2.mm/m210_1.mm,RandomSolver,500,34,39,36
m2.mm/m210_1.mm,RandomSolver,1000,34,36,27
m2.mm/m210_1.mm,TabuSearch,2500,34,40,26
m2.mm/m210_1.mm,GeneticAlgorithm,2500,34,34,29
m2.mm/m210_1.mm,SimulatedAnnealing,2500,34,40,26
m2.mm/m210_1.mm,HillClimbing,2500,34,40,26
m2.mm/m210_1.mm,RandomSolver,2500,34,34,18
m2.mm/m210_1.mm,TabuSearch,5000,34,34,36
m2.mm/m210_1.mm,GeneticAlgorithm,5000,34,40,30
m2.mm/m210_1.mm,SimulatedAnnealing,5000,34,34,26
m2.mm/m210_1.mm,HillClimbing,5000,34,34,35
m2.mm/m210_1.mm,TabuSearch,1000,34,40,32
m2.mm/m210_1.mm,GeneticAlgorithm,1000,34,34,26
m2.mm/m210_1.mm,SimulatedAnnealing,1000,34,40,26
m2.mm/m210_1.mm,HillClimbing,1000,34,42,37
m2.mm/m210_1.mm,RandomSolver,1000,34,38,26
m2.mm/m210_1.mm,TabuSearch,500,34,34,36
m2.mm/m210_1.mm,RandomSolver,5000,34,34,18
m2.mm/m210_1.mm,HillClimbing,500,34,40,26
m2.mm/m210_1.mm,SimulatedAnnealing,500,34,36,33
m2.mm/m210_1.mm,GeneticAlgorithm,500,34,34,22
m2.mm/m210_1.mm,RandomSolver,500,34,37,24
m2.mm/m210_1.mm,TabuSearch,2500,34,40,26
m2.mm/m210_1.mm,GeneticAlgorithm,2500,34,34,36
m2.mm/m210_1.mm,SimulatedAnnealing,2500,34,42,32
m2.mm/m210_1.mm,HillClimbing,2500,34,40,32
m2.mm/m210_1.mm,RandomSolver,2500,34,34,26
m2.mm/m210_1.mm,TabuSearch,5000,34,40,32
m2.mm/m210_1.mm,GeneticAlgorithm,5000,34,34,36
m2.mm/m210_1.mm,SimulatedAnnealing,5000,34,34,36
m2.mm/m210_1.mm,HillClimbing,5000,34,40,25
m2.mm/m210_1.mm,RandomSolver,5000,34,34,22
m2.mm/m210_1.mm,TabuSearch,1000,34,43,34
m2.mm/m210_1.mm,GeneticAlgorithm,1000,34,40,22
m2.mm/m210_1.mm,SimulatedAnnealing,1000,34,36,31
m2.mm/m210_1.mm,HillClimbing,1000,34,40,32
m2.mm/m210_1.mm,TabuSearch,500,34,40,26
m2.mm/m210_1.mm,HillClimbing,500,34,40,32
m2.mm/m210_1.mm,SimulatedAnnealing,500,34,34,35
m2.mm/m210_1.mm,RandomSolver,1000,34,34,18
m2.mm/m210_1.mm,RandomSolver,500,34,40,15
m2.mm/m210_1.mm,GeneticAlgorithm,500,34,36,29
m2.mm/m210_10.mm,TabuSearch,1000,33,33,18
m2.mm/m210_10.mm,TabuSearch,2500,33,33,18
m2.mm/m210_10.mm,GeneticAlgorithm,1000,33,34,19
m2.mm/m210_10.mm,SimulatedAnnealing,1000,33,33,18
m2.mm/m210_10.mm,HillClimbing,1000,33,35,17
m2.mm/m210_10.mm,GeneticAlgorithm,2500,33,33,17
m2.mm/m210_10.mm,SimulatedAnnealing,2500,33,33,18
m2.mm/m210_10.mm,RandomSolver,1000,33,34,18
m2.mm/m210_10.mm,TabuSearch,500,33,33,18
m2.mm/m210_10.mm,HillClimbing,2500,33,33,18
m2.mm/m210_10.mm,GeneticAlgorithm,500,33,34,13
m2.mm/m210_10.mm,SimulatedAnnealing,500,33,35,15
m2.mm/m210_10.mm,HillClimbing,500,33,33,17
m2.mm/m210_10.mm,RandomSolver,500,33,33,18
m2.mm/m210_10.mm,TabuSearch,5000,33,33,18
m2.mm/m210_10.mm,RandomSolver,2500,33,34,18
m2.mm/m210_10.mm,HillClimbing,5000,33,35,19
m2.mm/m210_10.mm,SimulatedAnnealing,5000,33,33,18
m2.mm/m210_10.mm,GeneticAlgorithm,5000,33,33,18
m2.mm/m210_10.mm,RandomSolver,5000,33,33,10
m2.mm/m210_10.mm,TabuSearch,2500,33,33,18
m2.mm/m210_10.mm,GeneticAlgorithm,2500,33,33,16
m2.mm/m210_10.mm,SimulatedAnnealing,2500,33,33,18
m2.mm/m210_10.mm,HillClimbing,2500,33,35,19
m2.mm/m210_10.mm,RandomSolver,2500,33,34,11
m2.mm/m210_10.mm,TabuSearch,5000,33,33,18
m2.mm/m210_10.mm,GeneticAlgorithm,5000,33,33,18
m2.mm/m210_10.mm,SimulatedAnnealing,5000,33,33,18
m2.mm/m210_10.mm,HillClimbing,5000,33,35,19
m2.mm/m210_10.mm,RandomSolver,5000,33,33,16
m2.mm/m210_10.mm,TabuSearch,1000,33,33,18
m2.mm/m210_10.mm,GeneticAlgorithm,1000,33,33,17
m2.mm/m210_10.mm,SimulatedAnnealing,1000,33,33,17
m2.mm/m210_10.mm,HillClimbing,1000,33,35,19
m2.mm/m210_10.mm,TabuSearch,500,33,33,10
m2.mm/m210_10.mm,HillClimbing,500,33,33,17
m2.mm/m210_10.mm,SimulatedAnnealing,500,33,35,16
m2.mm/m210_10.mm,GeneticAlgorithm,500,33,36,19
m2.mm/m210_10.mm,RandomSolver,1000,33,35,10
m2.mm/m210_10.mm,RandomSolver,500,33,34,15
m2.mm/m210_10.mm,TabuSearch,2500,33,33,18
m2.mm/m210_10.mm,GeneticAlgorithm,2500,33,33,18
m2.mm/m210_10.mm,SimulatedAnnealing,2500,33,33,18
m2.mm/m210_10.mm,HillClimbing,2500,33,33,17
m2.mm/m210_10.mm,RandomSolver,2500,33,33,16
m2.mm/m210_10.mm,TabuSearch,5000,33,33,18
m2.mm/m210_10.mm,GeneticAlgorithm,5000,33,33,16
m2.mm/m210_10.mm,SimulatedAnnealing,5000,33,33,17
m2.mm/m210_10.mm,HillClimbing,5000,33,35,19
m2.mm/m210_10.mm,TabuSearch,1000,33,35,19
m2.mm/m210_10.mm,RandomSolver,5000,33,35,20
m2.mm/m210_10.mm,TabuSearch,500,33,35,19
m2.mm/m210_10.mm,HillClimbing,500,33,35,19
m2.mm/m210_10.mm,GeneticAlgorithm,1000,33,33,15
m2.mm/m210_10.mm,SimulatedAnnealing,1000,33,33,18
m2.mm/m210_10.mm,HillClimbing,1000,33,35,19
m2.mm/m210_10.mm,RandomSolver,500,33,35,9
m2.mm/m210_10.mm,SimulatedAnnealing,500,33,33,17
m2.mm/m210_10.mm,GeneticAlgorithm,500,33,35,19
m2.mm/m210_10.mm,RandomSolver,1000,33,35,21
m2.mm/m210_10.mm,TabuSearch,1000,33,35,19
m2.mm/m210_10.mm,TabuSearch,2500,33,33,18
m2.mm/m210_10.mm,TabuSearch,5000,33,33,18
m2.mm/m210_10.mm,GeneticAlgorithm,1000,33,35,17
m2.mm/m210_10.mm,SimulatedAnnealing,1000,33,33,18
m2.mm/m210_10.mm,HillClimbing,1000,33,33,17
m2.mm/m210_10.mm,GeneticAlgorithm,2500,33,33,18
m2.mm/m210_10.mm,SimulatedAnnealing,2500,33,33,18
m2.mm/m210_10.mm,HillClimbing,2500,33,35,19
m2.mm/m210_10.mm,RandomSolver,1000,33,35,19
m2.mm/m210_10.mm,TabuSearch,500,33,33,18
m2.mm/m210_10.mm,GeneticAlgorithm,5000,33,33,18
m2.mm/m210_10.mm,GeneticAlgorithm,500,33,34,15
m2.mm/m210_10.mm,SimulatedAnnealing,500,33,33,17
m2.mm/m210_10.mm,SimulatedAnnealing,5000,33,33,18
m2.mm/m210_10.mm,HillClimbing,500,33,33,17
m2.mm/m210_10.mm,RandomSolver,500,33,37,14
m2.mm/m210_10.mm,HillClimbing,5000,33,35,19
m2.mm/m210_10.mm,RandomSolver,2500,33,33,16
m2.mm/m210_10.mm,RandomSolver,5000,33,34,19
m2.mm/m210_10.mm,TabuSearch,2500,33,33,18
m2.mm/m210_10.mm,GeneticAlgorithm,2500,33,33,17
m2.mm/m210_10.mm,SimulatedAnnealing,2500,33,33,18
m2.mm/m210_10.mm,HillClimbing,2500,33,33,17
m2.mm/m210_10.mm,RandomSolver,2500,33,34,19
m2.mm/m210_10.mm,TabuSearch,5000,33,33,18
m2.mm/m210_10.mm,GeneticAlgorithm,5000,33,33,18
m2.mm/m210_10.mm,TabuSearch,1000,33,35,19
m2.mm/m210_10.mm,SimulatedAnnealing,5000,33,33,18
m2.mm/m210_10.mm,TabuSearch,500,33,33,18
m2.mm/m210_10.mm,HillClimbing,5000,33,35,19
m2.mm/m210_10.mm,HillClimbing,500,33,33,17
m2.mm/m210_10.mm,GeneticAlgorithm,1000,33,35,20
m2.mm/m210_10.mm,GeneticAlgorithm,500,33,35,18
m2.mm/m210_10.mm,SimulatedAnnealing,1000,33,33,16
m2.mm/m210_10.mm,SimulatedAnnealing,500,33,33,18
m2.mm/m210_10.mm,RandomSolver,500,33,36,20
m2.mm/m210_10.mm,HillClimbing,1000,33,33,17
m2.mm/m210_10.mm,RandomSolver,1000,33,36,21
m2.mm/m210_10.mm,RandomSolver,5000,33,34,19
m2.mm/m210_10.mm,TabuSearch,2500,33,33,18
m2.mm/m210_10.mm,GeneticAlgorithm,2500,33,33,18
m2.mm/m210_10.mm,SimulatedAnnealing,2500,33,33,18
m2.mm/m210_10.mm,HillClimbing,2500,33,35,19
m2.mm/m210_10.mm,RandomSolver,2500,33,33,17
m2.mm/m210_10.mm,TabuSearch,5000,33,33,16
m2.mm/m210_10.mm,GeneticAlgorithm,5000,33,33,18
m2.mm/m210_10.mm,SimulatedAnnealing,5000,33,33,18
m2.mm/m210_10.mm,HillClimbing,5000,33,35,19
m2.mm/m210_10.mm,TabuSearch,1000,33,33,18
m2.mm/m210_10.mm,GeneticAlgorithm,1000,33,33,17
m2.mm/m210_10.mm,SimulatedAnnealing,1000,33,33,18
m2.mm/m210_10.mm,HillClimbing,1000,33,35,19
m2.mm/m210_10.mm,RandomSolver,1000,33,35,33
m2.mm/m210_10.mm,TabuSearch,500,33,33,17
m2.mm/m210_10.mm,GeneticAlgorithm,500,33,34,19
m2.mm/m210_10.mm,SimulatedAnnealing,500,33,35,15
m2.mm/m210_10.mm,HillClimbing,500,33,33,17
m2.mm/m210_10.mm,RandomSolver,500,33,38,23
m2.mm/m210_10.mm,RandomSolver,5000,33,33,16
m2.mm/m210_2.mm,TabuSearch,1000,27,28,16
m2.mm/m210_2.mm,TabuSearch,2500,27,27,16
m2.mm/m210_2.mm,GeneticAlgorithm,1000,27,27,16
m2.mm/m210_2.mm,SimulatedAnnealing,1000,27,32,29
m2.mm/m210_2.mm,HillClimbing,1000,27,28,17
m2.mm/m210_2.mm,GeneticAlgorithm,2500,27,27,16
m2.mm/m210_2.mm,SimulatedAnnealing,2500,27,27,13
m2.mm/m210_2.mm,RandomSolver,1000,27,27,11
m2.mm/m210_2.mm,TabuSearch,500,27,31,25
m2.mm/m210_2.mm,HillClimbing,2500,27,32,28
m2.mm/m210_2.mm,GeneticAlgorithm,500,27,28,11
m2.mm/m210_2.mm,SimulatedAnnealing,500,27,30,18
m2.mm/m210_2.mm,HillClimbing,500,27,28,17
m2.mm/m210_2.mm,RandomSolver,500,27,28,13
m2.mm/m210_2.mm,TabuSearch,5000,27,27,16
m2.mm/m210_2.mm,RandomSolver,2500,27,28,13
m2.mm/m210_2.mm,HillClimbing,5000,27,28,17
m2.mm/m210_2.mm,SimulatedAnnealing,5000,27,27,12
m2.mm/m210_2.mm,GeneticAlgorithm,5000,27,27,13
m2.mm/m210_2.mm,RandomSolver,5000,27,27,8
m2.mm/m210_2.mm,TabuSearch,2500,27,27,14
m2.mm/m210_2.mm,GeneticAlgorithm,2500,27,27,16
m2.mm/m210_2.mm,SimulatedAnnealing,2500,27,28,17
m2.mm/m210_2.mm,HillClimbing,2500,27,28,17
m2.mm/m210_2.mm,RandomSolver,2500,27,30,23
m2.mm/m210_2.mm,TabuSearch,5000,27,30,25
m2.mm/m210_2.mm,TabuSearch,1000,27,27,16
m2.mm/m210_2.mm,GeneticAlgorithm,5000,27,27,16
m2.mm/m210_2.mm,GeneticAlgorithm,1000,27,27,13
m2.mm/m210_2.mm,SimulatedAnnealing,5000,27,29,19
m2.mm/m210_2.mm,SimulatedAnnealing,1000,27,28,17
m2.mm/m210_2.mm,HillClimbing,1000,27,29,19
m2.mm/m210_2.mm,HillClimbing,5000,27,29,18
m2.mm/m210_2.mm,RandomSolver,1000,27,29,14
m2.mm/m210_2.mm,TabuSearch,500,27,31,25
m2.mm/m210_2.mm,GeneticAlgorithm,500,27,30,24
m2.mm/m210_2.mm,SimulatedAnnealing,500,27,29,18
m2.mm/m210_2.mm,HillClimbing,500,27,30,25
m2.mm/m210_2.mm,RandomSolver,500,27,30,19
m2.mm/m210_2.mm,RandomSolver,5000,27,28,11
m2.mm/m210_2.mm,TabuSearch,2500,27,31,25
m2.mm/m210_2.mm,GeneticAlgorithm,2500,27,27,14
m2.mm/m210_2.mm,SimulatedAnnealing,2500,27,27,14
m2.mm/m210_2.mm,HillClimbing,2500,27,28,17
m2.mm/m210_2.mm,RandomSolver,2500,27,28,14
m2.mm/m210_2.mm,TabuSearch,5000,27,27,15
m2.mm/m210_2.mm,TabuSearch,1000,27,28,17
m2.mm/m210_2.mm,GeneticAlgorithm,5000,27,27,16
m2.mm/m210_2.mm,SimulatedAnnealing,5000,27,27,14
m2.mm/m210_2.mm,GeneticAlgorithm,1000,27,27,13
m2.mm/m210_2.mm,SimulatedAnnealing,1000,27,29,18
m2.mm/m210_2.mm,HillClimbing,1000,27,28,17
m2.mm/m210_2.mm,HillClimbing,5000,27,28,17
m2.mm/m210_2.mm,TabuSearch,500,27,28,17
m2.mm/m210_2.mm,RandomSolver,1000,27,29,15
m2.mm/m210_2.mm,HillClimbing,500,27,29,19
m2.mm/m210_2.mm,SimulatedAnnealing,500,27,28,13
m2.mm/m210_2.mm,RandomSolver,500,27,30,12
m2.mm/m210_2.mm,GeneticAlgorithm,500,27,28,9
m2.mm/m210_2.mm,RandomSolver,5000,27,27,13
m2.mm/m210_2.mm,TabuSearch,500,27,27,14
m2.mm/m210_2.mm,HillClimbing,1000,27,28,17
m2.mm/m210_2.mm,TabuSearch,1000,27,27,16
m2.mm/m210_2.mm,TabuSearch,2500,27,31,25
m2.mm/m210_2.mm,GeneticAlgorithm,500,27,28,11
m2.mm/m210_2.mm,SimulatedAnnealing,500,27,28,13
m2.mm/m210_2.mm,GeneticAlgorithm,1000,27,27,12
m2.mm/m210_2.mm,HillClimbing,500,27,28,17
m2.mm/m210_2.mm,RandomSolver,1000,27,28,12
m2.mm/m210_2.mm,SimulatedAnnealing,1000,27,31,20
m2.mm/m210_2.mm,RandomSolver,500,27,28,10
m2.mm/m210_2.mm,TabuSearch,5000,27,31,25
m2.mm/m210_2.mm,GeneticAlgorithm,2500,27,27,16
m2.mm/m210_2.mm,SimulatedAnnealing,2500,27,27,14
m2.mm/m210_2.mm,HillClimbing,5000,27,28,17
m2.mm/m210_2.mm,HillClimbing,2500,27,28,17
m2.mm/m210_2.mm,GeneticAlgorithm,5000,27,27,13
m2.mm/m210_2.mm,SimulatedAnnealing,5000,27,29,19
m2.mm/m210_2.mm,RandomSolver,2500,27,27,12
m2.mm/m210_2.mm,RandomSolver,5000,27,28,12
m2.mm/m210_2.mm,TabuSearch,2500,27,28,17
m2.mm/m210_2.mm,GeneticAlgorithm,2500,27,27,14
m2.mm/m210_2.mm,SimulatedAnnealing,2500,27,30,25
m2.mm/m210_2.mm,HillClimbing,2500,27,28,17
m2.mm/m210_2.mm,RandomSolver,2500,27,27,12
m2.mm/m210_2.mm,TabuSearch,5000,27,27,16
m2.mm/m210_2.mm,GeneticAlgorithm,5000,27,27,14
m2.mm/m210_2.mm,SimulatedAnnealing,5000,27,27,16
m2.mm/m210_2.mm,HillClimbing,5000,27,30,22
m2.mm/m210_2.mm,TabuSearch,1000,27,28,17
m2.mm/m210_2.mm,RandomSolver,5000,27,27,14
m2.mm/m210_2.mm,GeneticAlgorithm,1000,27,27,14
m2.mm/m210_2.mm,SimulatedAnnealing,1000,27,29,18
m2.mm/m210_2.mm,TabuSearch,500,27,27,12
m2.mm/m210_2.mm,HillClimbing,1000,27,30,22
m2.mm/m210_2.mm,HillClimbing,500,27,28,17
m2.mm/m210_2.mm,SimulatedAnnealing,500,27,32,28
m2.mm/m210_2.mm,GeneticAlgorithm,500,27,29,14
m2.mm/m210_2.mm,RandomSolver,1000,27,29,17
m2.mm/m210_2.mm,RandomSolver,500,27,28,16
m2.mm/m210_2.mm,TabuSearch,2500,27,31,25
m2.mm/m210_2.mm,GeneticAlgorithm,2500,27,27,16
m2.mm/m210_2.mm,SimulatedAnnealing,2500,27,27,14
m2.mm/m210_2.mm,HillClimbing,2500,27,31,19
m2.mm/m210_2.mm,RandomSolver,2500,27,28,10
m2.mm/m210_2.mm,TabuSearch,5000,27,27,16
m2.mm/m210_2.mm,GeneticAlgorithm,5000,27,27,16
m2.mm/m210_2.mm,SimulatedAnnealing,5000,27,27,16
m2.mm/m210_2.mm,HillClimbing,5000,27,29,19
m2.mm/m210_2.mm,TabuSearch,1000,27,27,13
m2.mm/m210_2.mm,GeneticAlgorithm,1000,27,29,19
m2.mm/m210_2.mm,SimulatedAnnealing,1000,27,28,17
m2.mm/m210_2.mm,HillClimbing,1000,27,28,17
m2.mm/m210_2.mm,RandomSolver,1000,27,28,14
m2.mm/m210_2.mm,TabuSearch,500,27,28,17
m2.mm/m210_2.mm,RandomSolver,5000,27,27,12
m2.mm/m210_2.mm,SimulatedAnnealing,500,27,33,29
m2.mm/m210_2.mm,HillClimbing,500,27,32,28
m2.mm/m210_2.mm,GeneticAlgorithm,500,27,29,19
m2.mm/m210_2.mm,RandomSolver,500,27,29,8
m2.mm/m210_3.mm,TabuSearch,1000,44,45,32
m2.mm/m210_3.mm,TabuSearch,2500,44,45,32
m2.mm/m210_3.mm,GeneticAlgorithm,1000,44,44,19
m2.mm/m210_3.mm,SimulatedAnnealing,1000,44,46,27
m2.mm/m210_3.mm,HillClimbing,1000,44,45,32
m2.mm/m210_3.mm,GeneticAlgorithm,2500,44,44,30
m2.mm/m210_3.mm,SimulatedAnnealing,2500,44,45,32
m2.mm/m210_3.mm,RandomSolver,1000,44,46,24
m2.mm/m210_3.mm,TabuSearch,500,44,45,32
m2.mm/m210_3.mm,HillClimbing,2500,44,48,29
m2.mm/m210_3.mm,GeneticAlgorithm,500,44,45,29
m2.mm/m210_3.mm,SimulatedAnnealing,500,44,45,32
m2.mm/m210_3.mm,HillClimbing,500,44,47,31
m2.mm/m210_3.mm,RandomSolver,500,44,46,30
m2.mm/m210_3.mm,TabuSearch,5000,44,45,32
m2.mm/m210_3.mm,RandomSolver,2500,44,45,24
m2.mm/m210_3.mm,HillClimbing,5000,44,45,32
m2.mm/m210_3.mm,SimulatedAnnealing,5000,44,48,30
m2.mm/m210_3.mm,GeneticAlgorithm,5000,44,44,30
m2.mm/m210_3.mm,RandomSolver,5000,44,45,28
m2.mm/m210_3.mm,TabuSearch,2500,44,45,32
m2.mm/m210_3.mm,GeneticAlgorithm,2500,44,45,32
m2.mm/m210_3.mm,SimulatedAnnealing,2500,44,46,31
m2.mm/m210_3.mm,HillClimbing,2500,44,45,32
m2.mm/m210_3.mm,RandomSolver,2500,44,44,20
m2.mm/m210_3.mm,TabuSearch,5000,44,46,35
m2.mm/m210_3.mm,GeneticAlgorithm,5000,44,44,30
m2.mm/m210_3.mm,SimulatedAnnealing,5000,44,44,19
m2.mm/m210_3.mm,HillClimbing,5000,44,44,25
m2.mm/m210_3.mm,RandomSolver,5000,44,45,23
m2.mm/m210_3.mm,TabuSearch,1000,44,46,31
m2.mm/m210_3.mm,GeneticAlgorithm,1000,44,44,19
m2.mm/m210_3.mm,SimulatedAnnealing,1000,44,45,32
m2.mm/m210_3.mm,HillClimbing,1000,44,46,31
m2.mm/m210_3.mm,RandomSolver,1000,44,46,22
m2.mm/m210_3.mm,TabuSearch,500,44,45,32
m2.mm/m210_3.mm,GeneticAlgorithm,500,44,45,28
m2.mm/m210_3.mm,SimulatedAnnealing,500,44,45,32
m2.mm/m210_3.mm,HillClimbing,500,44,46,31
m2.mm/m210_3.mm,RandomSolver,500,44,48,31
m2.mm/m210_3.mm,TabuSearch,1000,44,47,32
m2.mm/m210_3.mm,TabuSearch,2500,44,45,32
m2.mm/m210_3.mm,GeneticAlgorithm,1000,44,45,32
m2.mm/m210_3.mm,SimulatedAnnealing,1000,44,45,32
m2.mm/m210_3.mm,HillClimbing,1000,44,46,31
m2.mm/m210_3.mm,GeneticAlgorithm,2500,44,44,25
m2.mm/m210_3.mm,SimulatedAnnealing,2500,44,44,25
m2.mm/m210_3.mm,RandomSolver,1000,44,44,24
m2.mm/m210_3.mm,HillClimbing,2500,44,46,31
m2.mm/m210_3.mm,TabuSearch,500,44,46,31
m2.mm/m210_3.mm,GeneticAlgorithm,500,44,45,32
m2.mm/m210_3.mm,SimulatedAnnealing,500,44,45,32
m2.mm/m210_3.mm,HillClimbing,500,44,45,32
m2.mm/m210_3.mm,RandomSolver,500,44,46,24
m2.mm/m210_3.mm,TabuSearch,5000,44,45,32
m2.mm/m210_3.mm,RandomSolver,2500,44,44,18
m2.mm/m210_3.mm,HillClimbing,5000,44,47,32
m2.mm/m210_3.mm,SimulatedAnnealing,5000,44,45,32
m2.mm/m210_3.mm,GeneticAlgorithm,5000,44,44,22
m2.mm/m210_3.mm,RandomSolver,5000,44,45,20
m2.mm/m210_3.mm,TabuSearch,1000,44,46,31
m2.mm/m210_3.mm,TabuSearch,2500,44,45,32
m2.mm/m210_3.mm,GeneticAlgorithm,1000,44,44,24
m2.mm/m210_3.mm,SimulatedAnnealing,1000,44,45,24
m2.mm/m210_3.mm,HillClimbing,1000,44,45,32
m2.mm/m210_3.mm,GeneticAlgorithm,2500,44,44,30
m2.mm/m210_3.mm,SimulatedAnnealing,2500,44,46,31
m2.mm/m210_3.mm,RandomSolver,1000,44,46,18
m2.mm/m210_3.mm,TabuSearch,500,44,45,33
m2.mm/m210_3.mm,HillClimbing,2500,44,49,34
m2.mm/m210_3.mm,GeneticAlgorithm,500,44,45,32
m2.mm/m210_3.mm,SimulatedAnnealing,500,44,46,31
m2.mm/m210_3.mm,HillClimbing,500,44,45,32
m2.mm/m210_3.mm,RandomSolver,500,44,45,27
m2.mm/m210_3.mm,TabuSearch,5000,44,44,19
m2.mm/m210_3.mm,RandomSolver,2500,44,45,19
m2.mm/m210_3.mm,GeneticAlgorithm,5000,44,44,25
m2.mm/m210_3.mm,SimulatedAnnealing,5000,44,45,32
m2.mm/m210_3.mm,HillClimbing,5000,44,47,31
m2.mm/m210_3.mm,RandomSolver,5000,44,45,25
m2.mm/m210_3.mm,TabuSearch,2500,44,45,32
m2.mm/m210_3.mm,TabuSearch,500,44,45,30
m2.mm/m210_3.mm,TabuSearch,1000,44,45,31
m2.mm/m210_3.mm,TabuSearch,5000,44,45,32
